2013-10-04 12:22;1380913942;813697;;-3
2013-10-04 12:25;1380913945;573540;;-3
2013-10-04 12:27;1380913947;942666;;-3
2013-10-04 12:30;1380913950;271504;;-3
2013-10-04 12:33;1380913953;795293;;-3
2013-10-04 12:36;1380913956;126983;;-2
2013-10-04 12:38;1380913958;887576;;-2
2013-10-04 12:41;1380913961;248876;;-3
2013-10-04 12:43;1380913963;578640;;-2
2013-10-04 12:46;1380913966;668806;;-3
2013-10-04 12:49;1380913969;493794;;-3
2013-10-04 12:52;1380913972;653557;;-3
2013-10-04 12:55;1380913975;447900;;-2
2013-10-04 12:58;1380913978;843909;;-3
2013-10-04 13:02;1380913982;892332;;-3
2013-10-04 13:06;1380913986;81375;;-2
2013-10-04 13:08;1380913988;876393;;-2
2013-10-04 13:11;1380913991;899519;;1
2013-10-04 13:14;1380913994;83428;;-1
2013-10-04 13:16;1380913996;971900;;-3
2013-10-04 13:19;1380913999;795151;;-3
2013-10-04 13:23;1380914003;86292;;-3
2013-10-04 13:25;1380914005;579901;;1
2013-10-04 13:27;1380914007;298596;;-1
2013-10-04 13:30;1380914010;92945;;1
2013-10-04 13:32;1380914012;670666;;1
2013-10-04 13:34;1380914014;589104;;1
2013-10-04 13:36;1380914016;179406;;-1
2013-10-04 13:38;1380914018;610002;;1
2013-10-04 13:40;1380914020;33941;;1
2013-10-04 13:41;1380914021;159101;;1
2013-10-04 13:41;1380914021;159101;;10
