2013-10-04 15:20;1380896120;309744;;-3
2013-10-04 15:22;1380896122;832777;;-3
2013-10-04 15:26;1380896126;111601;;-3
2013-10-04 15:28;1380896128;897837;;-2
2013-10-04 15:32;1380896132;51970;;1
2013-10-04 15:34;1380896134;298022;;-3
2013-10-04 15:36;1380896136;886328;;-3
2013-10-04 15:39;1380896139;939606;;-1
2013-10-04 15:42;1380896142;859510;;-3
2013-10-04 15:45;1380896145;879178;;-3
2013-10-04 15:47;1380896147;808034;;-3
2013-10-04 15:50;1380896150;363198;;1
2013-10-04 15:53;1380896153;735961;;-2
2013-10-04 15:57;1380896157;146773;;-2
2013-10-04 16:00;1380896160;990879;;-3
2013-10-04 16:04;1380896164;208258;;1
2013-10-04 16:06;1380896166;290590;;1
2013-10-04 16:09;1380896169;427128;;-3
2013-10-04 16:12;1380896172;17720;;1
2013-10-04 16:15;1380896175;363415;;-3
2013-10-04 16:18;1380896178;181770;;-3
2013-10-04 16:20;1380896180;575318;;1
2013-10-04 16:23;1380896183;87964;;-1
2013-10-04 16:25;1380896185;413772;;1
2013-10-04 16:26;1380896186;406830;;1
2013-10-04 16:26;1380896186;406830;;10
