2013-10-04 10:53;1380913853;357400;;-3
2013-10-04 10:55;1380913855;720914;;-3
2013-10-04 10:58;1380913858;547263;;-3
2013-10-04 11:01;1380913861;409973;;-3
2013-10-04 11:04;1380913864;397202;;-3
2013-10-04 11:07;1380913867;223952;;-3
2013-10-04 11:10;1380913870;118353;;-3
2013-10-04 11:13;1380913873;76549;;-2
2013-10-04 11:15;1380913875;802638;;-3
2013-10-04 11:19;1380913879;156656;;1
2013-10-04 11:21;1380913881;974791;;1
2013-10-04 11:23;1380913883;727624;;-3
2013-10-04 11:26;1380913886;517170;;-3
2013-10-04 11:29;1380913889;141949;;-3
2013-10-04 11:32;1380913892;67933;;-1
2013-10-04 11:34;1380913894;627020;;-3
2013-10-04 11:36;1380913896;953460;;1
2013-10-04 11:38;1380913898;708167;;-1
2013-10-04 11:41;1380913901;932730;;-3
2013-10-04 11:44;1380913904;128585;;-3
2013-10-04 11:47;1380913907;57562;;-1
2013-10-04 11:50;1380913910;152829;;-2
2013-10-04 11:52;1380913912;913316;;1
2013-10-04 11:55;1380913915;258881;;-1
2013-10-04 11:57;1380913917;854978;;1
2013-10-04 11:59;1380913919;278126;;1
2013-10-04 12:00;1380913920;664955;;-1
2013-10-04 12:02;1380913922;895083;;-1
2013-10-04 12:05;1380913925;465875;;-1
2013-10-04 12:07;1380913927;959809;;1
2013-10-04 12:08;1380913928;988385;;1
2013-10-04 12:08;1380913928;988385;;10



