2013-10-04 21:00;1380896460;697631;;-3
2013-10-04 21:06;1380896466;230320;;-3
2013-10-04 21:10;1380896470;77378;;-1
2013-10-04 21:12;1380896472;996448;;-3
2013-10-04 21:15;1380896475;650978;;1
2013-10-04 21:17;1380896477;931511;;-3
2013-10-04 21:20;1380896480;651212;;1
2013-10-04 21:23;1380896483;393736;;-3
2013-10-04 21:26;1380896486;51101;;1
2013-10-04 21:28;1380896488;927571;;-3
2013-10-04 21:31;1380896491;548771;;-3
2013-10-04 21:33;1380896493;872238;;1
2013-10-04 21:35;1380896495;958582;;1
2013-10-04 21:38;1380896498;768505;;-2
2013-10-04 21:41;1380896501;592222;;1
2013-10-04 21:43;1380896503;180732;;1
2013-10-04 21:44;1380896504;535614;;1
2013-10-04 21:44;1380896504;535614;;10
