2013-10-04 09:28;1380913768;996717;;-3
2013-10-04 09:32;1380913772;317796;;-3
2013-10-04 09:34;1380913774;778781;;-1
2013-10-04 09:37;1380913777;12768;;-3
2013-10-04 09:39;1380913779;109792;;1
2013-10-04 09:40;1380913780;167982;;-1
2013-10-04 09:42;1380913782;795536;;-3
2013-10-04 09:45;1380913785;190689;;-3
2013-10-04 09:48;1380913788;51757;;-2
2013-10-04 09:50;1380913790;780656;;-3
2013-10-04 09:53;1380913793;437676;;-2
2013-10-04 09:56;1380913796;888310;;-3
2013-10-04 09:59;1380913799;482145;;-2
2013-10-04 10:02;1380913802;610172;;-2
2013-10-04 10:05;1380913805;632100;;-3
2013-10-04 10:08;1380913808;553801;;1
2013-10-04 10:10;1380913810;605078;;1
2013-10-04 10:12;1380913812;652025;;-3
2013-10-04 10:15;1380913815;777034;;-3
2013-10-04 10:18;1380913818;370697;;1
2013-10-04 10:20;1380913820;123775;;-3
2013-10-04 10:23;1380913823;116232;;-2
2013-10-04 10:25;1380913825;676628;;1
2013-10-04 10:27;1380913827;299381;;-3
2013-10-04 10:29;1380913829;594277;;1
2013-10-04 10:30;1380913830;689155;;1
2013-10-04 10:31;1380913831;844830;;1
2013-10-04 10:31;1380913831;844830;;10

