2013-10-04 16:46;1380896206;599169;;-3
2013-10-04 16:49;1380896209;616653;;-3
2013-10-04 16:54;1380896214;485744;;-3
2013-10-04 16:59;1380896219;419640;;1
2013-10-04 17:03;1380896223;616528;;-1
2013-10-04 17:08;1380896228;22015;;-3
2013-10-04 17:11;1380896231;999486;;1
2013-10-04 17:15;1380896235;306760;;-3
2013-10-04 17:20;1380896240;273194;;-1
2013-10-04 17:22;1380896242;898162;;1
2013-10-04 17:25;1380896245;312155;;1
2013-10-04 17:27;1380896247;560874;;1
2013-10-04 17:31;1380896251;625313;;-2
2013-10-04 17:34;1380896254;840436;;1
2013-10-04 17:36;1380896256;790407;;1
2013-10-04 17:38;1380896258;411292;;1
2013-10-04 17:38;1380896258;411292;;10
