2013-10-04 21:54;1380896514;845126;;-3
2013-10-04 21:57;1380896517;72925;;1
2013-10-04 22:00;1380896520;550570;;-3
2013-10-04 22:04;1380896524;994714;;-3
2013-10-04 22:08;1380896528;148935;;-3
2013-10-04 22:11;1380896531;2335;;1
2013-10-04 22:13;1380896533;20381;;-2
2013-10-04 22:16;1380896536;102512;;-2
2013-10-04 22:18;1380896538;625291;;1
2013-10-04 22:21;1380896541;398973;;1
2013-10-04 22:23;1380896543;450563;;-3
2013-10-04 22:26;1380896546;73030;;1
2013-10-04 22:28;1380896548;223135;;1
2013-10-04 22:30;1380896550;637132;;1
2013-10-04 22:32;1380896552;22959;;1
2013-10-04 22:32;1380896552;22959;;10
